canonical,forms,pos,doc_freq,mean_surprisal,examples,meaning,kind
уронить,уронил / уронить,глаг.,3,15.380538292229176,"Про nokia ничего не забыли у нас он может вселенную убить если его уронить ||| Если Realme C75 уронить с 25 этажа он разобьётся, наверно ||| Он там всё уронил))))",,ru_dict
перейти,перейди / перешла,глаг.,3,12.900940239429474,На канал перейди это школьник то ты хотел от нее ||| Я одна перешла суда что би посмотреть как они баловатся ? ||| Зарплата зарплата перешла на чатгапта :) :),,ru_dict
фантом,фантом,сущ.,3,11.047160148620605,мне кажется именно фантом база будет лучше всех ||| А сколько дает фантом мутатсия ||| Фантом ты рассказал не про всю обнову,,ru_dict
утка,утка,сущ.,3,11.83601892987887,​@FOGOSTbето утка такая ||| Эта  утка просто имба ||| Утка крякает,,ru_dict
абсолютно,абсолютно,нареч.,3,10.414648373921713,"Ты прав бро, абсолютно прав ! ||| пипец. я аж работу забросил. Это ж каеф какой наблюдать, как ты абсолютно прав насчет нормисов ||| Больной на голову чел абсолютно",,ru_dict
наверху,наверху,нареч.,3,13.365981737772623,Это мод наверху нет надписи гарант легедарный или мифик ||| 0:41 наверху написано 2024 год...? ||| А почему он спцскается а не поднимается у них наверху мак ?,,ru_dict
утонуть,утонув / утонул,глаг.,3,15.07619271427393,Ну кто же знал не утонув меня пребьет на эти камни 😞 ||| Интересно сын не утонул ||| Сын утонул😢,,ru_dict
фартук,фартук,сущ.,3,20.959644953409832,​@fa1lent434ахаха перевод топ. Фартук масти ||| фартук в масле,,ru_dict
упражнение,упражнение / упражнений,сущ.,3,14.39802622795105,Жаль для глаз нету упражнений? ||| ​@Галина-я2т8отак сделате это упражнение и  снимите видео ||| А от торчащих ушей есть упражнение?,,ru_dict
айса,айс,сущ.,3,12.886921485265097,"Кста я этот энергетик пробовал там еще есть айс поп блу стравбери и еще лайм ||| Только айс латте совпадает, ахахп ||| только айс латте)",,ru_dict
алмаз,алмаза / алмазов / алмазы,сущ.,3,13.36309444780151,"Я был бак что не давалось два Алмаза и 10 ||| Я уже подписан давно, дайте мне 700 алмазов ||| Только олды помнят сигма крипер вместе сигма свинкой шли по полю нацепили алмазы по приколу",,ru_dict
уха,уху,сущ.,3,16.840208053588867,"Наконец-то забыл блин рот уху ||| соседи снизу уху-ели от такоко грохота ||| Если Марко узнает что в русский тирамису добавляют съедобное золото , он скажет--  уху ели вообще..😅",,ru_dict
фак,фак / факе,сущ.,3,16.83854180574417,"Нет она фак на аве показывает ещё хочет перевести подписчиков за такое бан дают ||| А ни чё тот факт чтооо фак, я ждала тебя дуурак, тёмной ночью под окнооом когда спал уже весь дооом❤ ||| когда увидел описание гадаю риал ор факе",,ru_dict
навалить,навалили / навалить,глаг.,3,14.93856917321682,@russduhон сам себе умудрился навалить полную черепушку каклей😂 ||| Знатно навалили 😂 ||| Кринжа навалили,,ru_dict
vids,vids,сущ.,3,19.640467802683514,I miss the old vids of doors and stuff😢 ||| We need bobbyrizz sort Ai vids ||| Bro this will be on the top 20 cringest vids on 2030,"видео, вероятно от английского 'videos' (видео), используемое в русскоязычном интернет-сленге",lat
народ,народ / народа,сущ.,3,10.00103583931923,"2 чеченская что дальше , если ВВ хавает такое , значит и не защитник народа . ||| Мне кажется мехрона м фрося слишком  сблизились  а с народ мехрона как враги кто согл ||| готовится отметить 25-тие езды на горбу глубинного народа.",,ru_dict
пересматривать,пересматривать / пересматриваю,глаг.,3,13.966010987758636,Как перестать это пересматривать??? ||| Я посмотрел в 00:6 вот ща пересматриваю ||| Я сделаю тайм стоп чтобы пересматривать это много и сного 1:38,,ru_dict
нажать,нажал / нажмите,глаг.,3,13.609909772872925,под конец нажал кнопку открытия двери подвала) ||| Там говорит мтллион раз нажмите и удерживайте ||| /q нажал от страха пассажир,,ru_dict
перец,перец / перца,сущ.,3,11.72715139389038,Ета перец ||| Перец умеет ждать ||| Ствирк перца и всё конец,,ru_dict
разобраться,разберется / разобраться,глаг.,3,14.049911007285118,"А разобраться не могу и перенос выключаю😢 ||| Айшоу, спиду дайте да  он быстро разберется😂 ||| Без додепа не разобраться",,ru_dict
изначально,изначально,нареч.,3,10.969344141582647,"Изначально благословила.... Вот результат ||| Он изначально по образованию актёр ||| Этот нож использовали там изначально ,чтобы резать скотчь твердный или железный карказ,но не для взрыв и тд.",,ru_dict
форсить,форсите / форсить / форсят,глаг.,3,16.060354391733807,"Это срочно надо форсить везде ||| И зумеры родились до 2002 
А это форсят альфа ||| Все, я придумал новый прекол 93. Форсите",,ru_dict
орк,орка / орки / орку,сущ.,3,20.747806986172993,Ищу лос тралалеритос обычный дам орку золотую с мутацией катачино ньюанчино даёт 625 к в секу ||| ​@itsinyourhead9720внешность орка🥰 ||| У штормграда на пригорке весь альянс имели орки.,,ru_dict
оба,обе / обоим,числит.,3,15.115736722946167,"классгый трэк обе девчули - круты ||| Офик шарит,респект обоим😂 ||| Мехатронное Фрося они обе Кристины",,ru_dict
одобрить,одобрен / одобрил,глаг.,3,20.136696934700012,Мем одобрен ||| *пользователь Нокиа одобрил* ||| Нонок одобрил) Спасибо),,ru_dict
юбка,юбка / юбках / юбке,сущ.,3,12.298690376182398,"Все забыли добавить "" она в юбках разбирается много"" 0:16 ||| На юбке лишние ли́сточки. ||| У учителя всегда меняться юбка",,ru_dict
одинокий,одинокий,прил.,3,10.138820446562022,Бежит по краю свето одинокий воин света вот сдесь надо такую песню ||| одинокий воин ветра ||| Бижит покраю света вилики воен ветра одинокий воен ветра одинокий воен ветра.,,ru_dict
опасный,опасная / опаснее / опасное,прил.,3,11.933864494164785,Оно опасное опасность 10 из 10 особенно много заразились именно дети ||| Вот нож меч который опаснее чем вертолёт или Гаусс или вообще монолит🗿 ||| 😂 да Вы опасная однако)),,ru_dict
чудо,чуда / чудес,сущ.,3,17.478332817554474,"Все его песни имба, кроме этой и семь чудес. Эти две кал ||| Что тебе больше нравится 7 чудес света или за окном бреинрод ||| чуда😢",,ru_dict
оставлять,оставляет / оставлять,глаг.,3,11.102275371551514,"​@hujte2704да, на чай оставлять это чисто инициатива клиента ||| Наша Учительница за это не оставляет живым😂 ||| Перевод оставляет желать ржачного",,ru_dict
чётко,четко / чётко,нареч.,3,12.032395720481873,Мне 34 сыну 5 теперь эта наша песня с ним особенно припев алсу четко залетел) уважуха ||| чётко! очередной хит от вас ||| Да найдут.Ебл.т чётко на видео снят.,,ru_dict
ныть,ноет / ноете / ноют,глаг.,3,14.180223941802979,Вы раньше:просто смотрели вы сейчас: ноете на дрынду ||| Ноют пока только нефоры ||| Да чел просто снял как ноет на камеру,,ru_dict
шеф,шеф / шефа,сущ.,3,14.414493083953857,"Сигма шашлыка сгенерировал Шеф Ивлиев ||| Как выглядит шеф-клавдрия?не могу купить,надо чтобы перевозрадиться ||| Я один заметил что он на шефа Ивлева похож😅",,ru_dict
основный,основная / основную / основных,прил.,3,12.062970479329428,​@УвасВсеок-хз06он знает не только основных ||| Это тоже но основная причина буллинг она сама говорила ||| Мне захотелось основную трилогию поиграть опять,,ru_dict
обман,обман,сущ.,3,10.406577626864115,Обман выпал есок после эотспота эсок ||| А я один заметил то что Данчик снимает видео совместно со скрипте получается обман ||| Последняя. Обман. трегатузтуз машина. А это экскаватор,,ru_dict
осень,осени / осень,сущ.,3,9.844401121139526,"Когда у Жизни цвет изменит полоса
Допустим чёрный цвет порою станет белый
Мне Душу лучше слушаться тогда
Сорву и плод её тогда я самый спелый


Что в песнях, что в стихах - вся суть одна
Не нуж ||| У неё дырка цвета осень ... ||| Налог на сво, к осени ещё раз бензин подорожает и потом всё остальное веером",,ru_dict
обиженный,обижен / обиженные,прил.,3,16.34258997440338,"Я думал тебе в ответах обиженные дети будут писать что брайнрот хорошая игра ||| Меня тоже надоело обиженные дети,а так игра полный говно ||| ​@generalGreveosна что обижен, крестик?",,ru_dict
шляпа,шляпа / шляпу,сущ.,3,10.548672422766685,диз за такую шляпу ||| @АлексейФалалеев-ж9д  Оооо третья шляпа заглянула))) ||| Добавил бы ещё шляпу как у кобвоя,,ru_dict
облыселый,облысел,прил.,3,15.909910053014755,Флекс был настолько жестким что друг облысел ||| Друг на столько круто флексит что аж облысел ||| друг от ярости облысел XD,,ru_dict
эвилина,эвилин,сущ.,3,20.444886207580566,Этот трек вышел в мой др и трек поиски госпожи эвилин тоже в мой др вышел ||| У тебя украли название эвилин который поëт можно. Ты будешь хороший ||| Класста я твая фонатка мне монополист твое песня я ис студия ты на студия поидош пайдите  на кансерт я буду награждят лутшые песни пожалуйста  найдите гаспажа эвилин,,ru_dict
оборот,оборот,сущ.,3,15.151286602020264,Укради бреинрот на оборот😅 ||| Для меня оборот ||| сдесь на оборот,,ru_dict
штука,штука,сущ.,3,10.910318851470947,​@SanekKrivencev это штука гарантированного бога ||| Это Ии штука это рял ||| Почему у синора это где глаза там такая штука,,ru_dict
обнять,обнял / обняли,глаг.,3,13.319676876068115,"Как он мило обнял матэо ||| сейчас неплохо сделано да, обняли без всяких эта провалинваний текстур так скажем, это реально не плохо щас ||| БЛЯ он как заботливый папа выглядел когда их обнял",,ru_dict
шпионить,шпионил / шпионило / шпионить,глаг.,3,17.816470940907795,шпионило голобило это брат бандит бабрит ||| Шпионить голубио его можно НКВДшником называть ||| Шпионил голый Билла в задние пистолеты арсенал целый,,ru_dict
обнимать,обнимать / обнимаю,глаг.,3,14.180474877357483,Обнимаю таюююю ||| Пожалуйста песню Рамиля обнимаю таю ||| Она действительно милая прям за обнимать хочется,,ru_dict
шоколад,шоколад,сущ.,3,12.032909393310547,Холи не ешь микрофон это не шоколад ||| тунг тунг саур шоколад ||| На дне озера есть шоколад?,,ru_dict
оружие,оружие,сущ.,3,9.148808797200521,"Дрында настолько крутой что взял оружие из пустоты ||| @Anchous2005 да..... а оружие применить очко жим жим   на них напали  а они очкошники зассали 😂 ||| Когда у тебя пиздатое оружие , но выпал критический провал:",,ru_dict
отсталый,отсталого / отсталый,прил.,3,14.381765305995941,это только поможет когда хозяин базы отсталый ||| С умом отсталого наркоши… ||| Мне 14 эх я отсталый,,ru_dict
экономика,экономика / экономики,сущ.,3,13.108372330665588,У Америки лучше экономика и из за этого он стоит 700р ||| У мёртвые рельсы нет экономики класс ||| И гусей задавить всех. Экономика!,,ru_dict
squidward,squidward,сущ.,3,24.001976648966473,Bros thigh look like when squidward ate all of the krabby patties ||| He went Super handsome squidward Chad! ||| I had no idea the handsome squidward face was gigachad,"ироничное или восхищённое обозначение красивого, но самовлюблённого или высокомерного человека, часто с намёком на преувеличенную самоуверенность.",lat
кыргызстан,кыргызстан / кыргызстана / кыргызстане,сущ.,3,12.75755642230312,В Кыргызстане вообще живут в ютрах и пиют максым 😂 ||| А Кыргызстан ||| Который пошутил он из Кыргызстана кореец мама кыргызска​@ДэнБэн-п4щ,,ru_dict
громкий,громче,прил.,3,9.927011171976725,"Надо было громче включить, всем раздать вайба)) ||| чиназес мы с подругой орали тип кто громче там на нас так странно бабушки посмотрели ||| Я пержу громче чем все папы мира",,ru_dict
группа,группу,сущ.,3,14.957955042521158,"А я группу ssshhhiiittt вспомнила, но твоя версия тоже похожа ||| Поч там нужно на пх группу подписаться чтоб пользоваться ботом ||| Не ожидал тут услышать группу серебро , но Чад как всегда крут",,ru_dict
превосходный,превосходен / превосходным,прил.,3,20.554057478904724,Как всегда конец превосходен✨ ||| Соул как всегда делает конец превосходным ||| Конец превосходен😂,,ru_dict
слететь,слетела / слетели,глаг.,3,18.58170160651207,Мне казалось у него голово слетела ||| Так флексил что волосы слетели ||| Он так жëстка флексил упората што волосы слетели😂,,ru_dict
кто-то,кого-то,местоим.,3,12.396420046687126,"Когда у Жизни цвет изменит полоса
Допустим чёрный цвет порою станет белый
Мне Душу лучше слушаться тогда
Сорву и плод её тогда я самый спелый


Что в песнях, что в стихах - вся суть одна
Не нуж ||| Подаришь кого-то я на тебя подписан ник Yzbeku такой коричневый кожей ||| От кого-то значит бежала😂",,ru_dict
слепой,слепой / слепые,прил.,3,15.290760979056358,Кто заметил админ лос lucky block кто считает что хали бам слепой сюда 👇🏼 ||| Это ии вы че слепые??? ||| Поступило првилно. Водитель слепой что-лиот пешехода бабулю  пропустилбы она так не поступила бы,,ru_dict
кровь,крови,сущ.,3,12.017248948415121,Бомбардиру крови лучше чем это акула каких найках я тебе поставил лайк один лайк блин ||| он рад новой крови (я о Паладинце)) ||| А можно еще кнопку в крови сделать,,ru_dict
славянин,славян / славяне,сущ.,3,13.986438274383545,"За славяне ||| Славян! Ждем Бобра2!!! давайте еще движа и темы ||| Мат ещё у славян был, общие корни.",,ru_dict
критический,критический / критическую,прил.,3,11.955398470163345,"Когда у тебя пиздатое оружие , но выпал критический провал: ||| Вот так примерно мой мастер описывает критическую единицу ||| Когда бросил критический провал на мультиатаку",,ru_dict
слабо,слабо,нареч.,3,12.755833148956299,"Дамян няма слабо 🫡 ||| Про бобра и барабан  Чайф слабо, чем это лучше? ( ||| Руки тонкие просто, а они слабо затянули",,ru_dict
прибежать,прибежал / прибежала,глаг.,3,21.826058357954025,Обед прибежал😊 ||| Обед сам прибежал к тохе ||| Целевая прибежала,,ru_dict
дарьяна,дарьяна / дарьяны,сущ.,3,28.156799733638763,"Я когда услышала часть ( посмотри на ноготочки...)  
Я думала это Дарьяна поёт😊 ||| Я думала это дарьяна поет ||| Кто слышит голос Дарьяны👇",,ru_dict
даун,даун,сущ.,3,10.735566775004068,​​@Iunatexон говорит рофл не выкупил даун ||| Ты даун этомфэйк бол шигство актеров против вас и даже сам киано вас не уважает а видео фейк ||| даун или что,,ru_dict
слезать,слезает / слезай,глаг.,3,11.285484910011292,"мясо брат, с тяжелых не слезай ||| Спасибо газану что не слезает с тяжелых ||| мясо брат не слезай с тяжелых<3",,ru_dict
потереть,потри / потёр,глаг.,3,17.33740997314453,"А кого он потёр ||| -Там по любому джин сидит,потри!
(*Друг который без рук*) ||| - Там полюбому джин сидит! Потри
Чел без рук:
-🗿",,ru_dict
гордиться,гордились / гордится / гордиться,глаг.,3,13.06216273487856,​@Егор-ы2с9ы Партия не гордится ||| боже какая плохая песня мамы бы не гордились этим...... ||| партия гордиться вами,,ru_dict
постановка,постановка,сущ.,3,11.51320974032084,"Это постановка как будто ||| Не была звука открывания крышки , постановка ||| Постановка..но правильно говорит",,ru_dict
гаррис,гаррис,сущ.,3,16.44049874941508,Гарамарара парарарара умеет взрываться в Гаррис моде ||| В начальных сериях карта из big city если скачать garry's mod через steм у вас в Гаррис моде будет кучу карт карт Я одной из них будет big city ||| первые эпизоды проходили в карте из гаррис мода,,ru_dict
согласиться,согласился / соглашусь,глаг.,3,15.53060932457447,"Соглашусь где мэр матерился ||| Не соглашусь что Украину нет ведь астро огромная армия и они встают во всех странах, эти страны так же Украина ещё не показаны до дафак говорил что в будущем добавлять больше стран в сериал ||| Здравствуйте не могли бы согласился на вопросы",,ru_dict
попросить,попроси / попросили / попрошу,глаг.,3,11.703185081481934,"Когда у Жизни цвет изменит полоса
Допустим чёрный цвет порою станет белый
Мне Душу лучше слушаться тогда
Сорву и плод её тогда я самый спелый


Что в песнях, что в стихах - вся суть одна
Не нуж ||| Фиксай, попроси семми добавить эвент с твоей музыкой будет очень круто ||| Тралолела трала русский просто попросили первести",,ru_dict
леветь,левел,глаг.,3,11.217186172803244,"У меня в этой игре 100 левел был Evade ||| Левел невозможно мое колено: ||| Так тини реально брокен чар, он качаться плотно начинает с 9 минуты после покупки пт и сабли, что и создант такой левел дифф",,ru_dict
ластик,ластик / ластиком,сущ.,3,15.409600615501404,Я сьем ластик если DRblNDA ответить ||| Хах но ластик с училища моего бати точно его пробьёт ||| Видно что ты ластиком ввел,,ru_dict
лапа,лап / лапа,сущ.,3,13.15584135055542,Неплохо его так раздели - даже переднюю пару лап проиграл))) ||| + лапа крокодилде ||| У крокодила 5 лап? Чем он держет лимонад,,ru_dict
порвать,порвало,глаг.,3,15.778822660446167,Хеpa тут нормисов порвало ||| Меня одну порвало когла он тохе покарявился ||| Тя порвало бы,,ru_dict
собраться,собрались / собрался,глаг.,3,12.090225517749786,"Две красавицы собрались )) ||| Поч в коммах собрались гоблин-боты? ||| под zalooпой творог собрался, ребятааа",,ru_dict
снятие,снятие / снятия,сущ.,3,11.815068006515503,А видео снятия гримма будет? ||| Так а где снятие грима? ||| Так а снятие грима где?,,ru_dict
поржать,поржал / поржать,глаг.,3,13.413572132587433,Кто с тт пришёл поржать ? ||| Ну поржать чтобы ||| поржал),,ru_dict
крыло,крылья,сущ.,3,14.529893239339193,нужно теперь отрезать крылья😅 ||| Дробовик попал в крылья хотя чел руки убрал ||| И потом после взрыва малыша появились у малыша крылья,,ru_dict
графика,графика / графики,сущ.,3,13.618602514266968,Графика карты похожа на роблокс ||| Это графика такая ||| Кухня реальная а кот из графики.,,ru_dict
слышаться,слышится,глаг.,3,11.059776852528254,Мне слышится не капучино асосино а капучина остсосини😂 ||| Всём слышится сто а мне стон ||| Сразу слышится в суп насрал😅,,ru_dict
закрепить,закрепите / закрепить,глаг.,3,18.24399507045746,Первый можно закрепить ||| Я 26 закрепите ||| ​@nastyawhereможешь меня закрепить😊,,ru_dict
разработка,разработке,сущ.,3,9.086267630259195,Фиксай а тебе помогал в разработке клипа ИИ? ||| Трек в разработке ||| песня в разработке,,ru_dict
ной,ной,сущ.,3,13.41437260309855,Как украст брай ной ||| Он  снял это видео из паралель Ной вселенной? ||| ​@Альбина-р4зне ной,,ru_dict
икона,икона / икону,сущ.,3,11.477486748248339,"Еще поцеловал как икону ||| [Интро: Мария Янковская]
Сигма, Сигма бой, Сигма бой Сигма бой
Каждая девчонка хочет танцевать с тобой
Сигма сигма бой, Сигма Бой Сигма бой
Я такая вся, что добиваться будешь год

[Припев: Betsy ||| Нынешнея икона патриотизма , иначе никак",,ru_dict
раунд,раунд / раундов,сущ.,3,12.0259763749782,Это  первый раунд а 2 тралалеро тралалала типер серьёзный и он надиваеть свои боксёрские перчятки он пригаеть и одним ударом убивает  бобардино крокадила ||| Там много раундов они один ||| хочется просто просрать раунд и поговорить о скибиди туалетах,,ru_dict
пятый,пятого / пятом / пятый,прил.,3,10.916662534077963,"Пятый заметь!❤ ||| Сахур, тот кто их овнил на изи , а чел на пятом месте почти на равных с Скхуром дрался ||| Не, ну маска у  пятого кнш имба",,ru_dict
рельс,рельсов / рельсы,сущ.,3,13.992616051808,Тоха раньше было лучше гиомитри деш мертвие рельсы а сейчас ||| У мёртвые рельсы нет экономики класс ||| Новая в обнова деде рельсов,,ru_dict
заявление,заявление / заявления,сущ.,3,13.858041048049927,@ посмотрите заявление евродепутата ||| сильно заявление) ||| @BUNRAKU_voiceover  говорят Нонок сильнее заявления,,ru_dict
зажим,зажим,сущ.,3,13.32905356089274,Словянский зажим ляшками💀 ||| Кстати это мне напомнил славянский зажим ячейками😂 ||| Обожаю словенский зажим ляшками,,ru_dict
канон,канон / канону,сущ.,3,14.379150569438934,"не по канону, и спикера Джи тойлет поставил а не астро ||| Канон, только альушка так средне ||| Сула канон.",,ru_dict
заканчивать,заканчивай / заканчивать,глаг.,3,12.650390326976776,Совет тебе лучше заканчивать ||| это дермо брат🤘🤘 заканчивай карьеру ||| Заканчивай пропаганду Бухла !!!,,ru_dict
пума,пум,сущ.,3,12.818763256072998,Брррр экстэ пати пум ||| Бр истэк пати пум легкодня ||| Я его знаю бар экстази пум,,ru_dict
камиль,камиль / камиля,сущ.,3,16.68505859375,Пазл девочки клас и камиль ви чупер ||| Пазл привет я твой фанат и Камиль КиКиДо ||| Можно номер камиля пж 20 раз прошу и ещё можно кампус смотретьа не песни мне нравиться просто кампус соскучила можно смотреть 1 час и 20 минут пж,,ru_dict
залететь,залетел / залетит,глаг.,3,16.59235805645585,Мне 34 сыну 5 теперь эта наша песня с ним особенно припев алсу четко залетел) уважуха ||| Я тоже ждал это песню найденную она залетит ||| Иначе видео не залетит,,ru_dict
доставать,доставай / доставал / достаю,глаг.,3,12.334195613861084,"[Интро: Мария Янковская]
Сигма, Сигма бой, Сигма бой Сигма бой
Каждая девчонка хочет танцевать с тобой
Сигма сигма бой, Сигма Бой Сигма бой
Я такая вся, что добиваться будешь год

[Припев: Betsy ||| Джеймс🤨, доставай РПГ😮 я нашёл адреса🤯 так называемых нормисов🥵 ||| Лучший fire нолика не доставал терпение новика закончилось",,ru_dict
пчеловод,пчеловод,сущ.,3,19.806108673413593,Крутая песня го пчеловод капу капу капучино асасино ||| Морис сделай пчеловод про странг странг странг саура ||| Морис сделай песню пчеловод про Гомера Симпсона пж,,ru_dict
калуш,калуш,сущ.,3,17.97079340616862,Пародия на Калуш Украина ! ||| Почему шапка как у Калуш ? ||| джон ньюмен калуш и джамараку вот и вес стиль песни.,,ru_dict
заплакать,заплакал / заплакала,глаг.,3,25.65659749507904,Кто заплакал😢 ||| Я очень заплакала❤ ||| В конце слисшком жестоко! Я заплакал,,ru_dict
запомнить,запомни / запомнили,глаг.,3,13.744208380579948,Анатохич запомни Бр есте патипум ||| Да просто много запомнили брейнрот как мем ||| (хм интересные эти бабушки знают бурбалонилулилони капибарели кокосини они даже шампанЗени бананини знают некоторые даже его выговорить не могут а эти бабушки запомнили его имя и выговорили,,ru_dict
запрос,запрос / запросы,сущ.,3,12.91865885257721,​@АйымгулЕлешова кинул запрос в друзья в дс по этому нику ||| Мой ник rip_you пж кин запрос я прим ||| прошу вы принимаете запросы?,,ru_dict
каковой,какова,прил.,3,17.064208507537842,какова хрена 999 утача как ||| Всегда ломал голува из какова артефакта этот нож что мощнее гаус пушки,,ru_dict
заткнуть,заткни / заткнула,глаг.,3,14.292670667171478,Я заткнула всем ||| Рот заткни Што больше не попадала такий вдень твої відео ||| Сначала мне понравилось но фраза сынок заткнула мои мысли.,,ru_dict
какать,какает / какать,глаг.,3,19.842119336128235,мягкую силу - это жидко какать? ||| Выпал с какает раз в год ||| ​@BagdauletKoptileu чтоб я делал ахуеные видио например буду какает,,ru_dict
репер,репер / репера,сущ.,3,14.877460598945618,а можно бригаду про белую одежду и вечеринку репера? ||| ​@prodbyrxn пфф тупой репер ||| Чисто мамкин репер,,ru_dict
ремонтировать,ремонтировал / ремонтировала / ремонтировать,глаг.,3,14.532606601715088,Ремонтировала гроб.... ||| А да ние кто ремонтировал? ||| теперь подвал ремонтировать,,ru_dict
задача,задач / задачи,сущ.,3,15.71038442850113,"Тот самый Джо из 4 задачи, стреляющий в мух ||| Для норм. Задач джи пи ти тупой ||| Это был чёткий алгорит задач которую ему сделали люди лол",,ru_dict
свобода,свободе / свободы,сущ.,3,13.534727811813354,"Да 52  арбуз ты пукнул до свободы доеду  танцующий дракон танцующий нагетс бу испугался ||| Не ну нож в миссии с атакой на базой свободы имба конечно 
нож - бомба просто ||| Из подвала выбежали к свободе)",,ru_dict
порядок,порядку / порядок,сущ.,3,13.462486743927002,@andreyokhrimchuk2218 у всей нашей атмосферы порядок массы вовсе 10^18..... в кг ||| админ не дал замочить своёго любимого попа на +10 к порядку) ||| Класс побольше таких бабульи будет порядок,,ru_dict
пропадать,пропадает,глаг.,3,12.780043601989746,"Кринжовый кот атос снимает гниения мозга иза этой брейнротов пропадает ай-кью и ты становишься тупым ||| Если мужик закрыл Василису то у меня кажется пропадает доверие ||| Да, пропадает только старайся экономить",,ru_dict
посадить,посадил / посадили / посадить,глаг.,3,10.429224014282227,@УралХалитов-ж2св карцер посадили что ещё ||| ​@УралХалитов-ж2ся их в свой подвал посадил 😈 ||| Дети цветы жизни! А цветы растут лучше если из посадить,,ru_dict
призывать,призываем / призывать / призывают,глаг.,3,14.026288648446402,Это первоклашки в туалете призывают тралалеро тралала ||| Йоу призываем с кентами Абобусов ||| Ура тоха научился сам призывать детей,,ru_dict
девчонка,девчонки,сущ.,3,11.864245096842447,"Супер девчонки песня преобразилась ||| Так рада , девчонки вы супер ❤ ||| Супер девчонки!!!",,ru_dict
кофта,кофта,сущ.,3,11.019796120002866,У меня есть токаежа кофта ||| єта кофта мне что то напоминает.. точно! аниме Клинок расекающий демонов) в первам сизоне Танжиро когда шол на отбор бил в похожем хаори ( я про принт и цвет ) кто смотрел признавайтесь? ||| Куртка + кофта летом.....,,ru_dict
космос,космос / космоса,сущ.,3,11.137780904769897,Да я в космос улетел к брэнродов ||| Скиньте го с космоса как тот чел из самолёта ||| Актер космос,,ru_dict
принимать,принимает / принимаете / принимали,глаг.,3,10.942547957102457,Что Вы принимали ???? ||| прошу вы принимаете запросы? ||| Там чел котики принимает,,ru_dict
корень,корень / корня,сущ.,3,14.970604419708252,"@ОленаОболенська-ф8ш корень прячет подбородок, а кончик выпячивает... ||| Как придать корень языка к небу брух ||| Вода из корня? 😅",,ru_dict
демид,демид,сущ.,3,12.798446575800577,Это демид ||| Демид наверное пошёл жаловаться😂 ||| Боже это Демид а не последний,,ru_dict
денис,денис / денисом,сущ.,3,12.885984510183334,Еще один Денис Карибидис? ||| То есть если я занимаюсь кавер Денисом то я пикми? Ладно ||| Пазл. Денис прикольно танцуете,,ru_dict
день,днями / днём,сущ.,3,11.051981687545776,Я слушаю целями днями парни это шедевр уже наизусть выучил! Заставляет улыбаться в трудную дорогу:)! ||| Отец с днём отца тебя ||| Тот самый же верволк но и днём,,ru_dict
притворяться,притворяется / притворяюсь,глаг.,3,14.831373900175095,"на работе притворяюсь клин гёрл, по выходным - альтушка ||| Она в конце сказала uwu она точно пикми или она притворяется ||| Бесит она думаю что притворяется",,ru_dict
сильвинит,сильвинит,сущ.,3,23.38003905614217,Я смотрю и щас такая стоп...Сильвинит? Бедная Горе ||| сильвинит родная.. ||| Это же Сильвинит!!!!,,ru_dict
дерзить,держу,глаг.,3,10.906790892283121,Та самая которая держу в руках в поко ||| Я держу крест чтобы игрок не подошёл ||| я одна с рождения так язык держу?,,ru_dict
дерьмо,дерьмо,сущ.,3,10.168018341064453,​@Батырхан-ж8х3о И правильно делаем! бог и алах = дерьмо!!! ||| Тима ваще дерьмо вампир лучше он может хилится ||| бро это реальное дерьмо го колаб !!!,,ru_dict
конёк,конька / коньком,сущ.,3,10.742790199816227,"Эти эффекты манделы с морским коньком и грабителем называются обновления системы и авто обновления... ||| 🐉из морского конька сделали дракона китайского ||| @5980okay  
Так что то что он хочет выдать все эмодзи за конька - правда",,ru_dict
деть,дет,глаг.,3,9.249631563822428,"Скажи подвал я:
Друг: подвал я:тебя пахан дет дом отдал ||| я надеюсь он в дет доме😅 ||| Не дед, а дет дом",,ru_dict
джонни,джонни,сущ.,3,14.171092589696249,Холи бам твоя удача это ДЖОННИ ||| Из-за пречески Джонни ||| Стоп Джонни джостар,,ru_dict
перо,пера / перо,сущ.,3,10.870034456253052,​@real_rutmenудачи в проверке правдивости этого утверждения для подушки и пера) ||| scp 067 это перо или же ручка а пацанчик просто мем ||| бро scp 067 авторучка или же перо,,ru_dict
танцующий,танцующий / танцующих / танцующую,прил.,3,14.083886434634527,"Да 52  арбуз ты пукнул до свободы доеду  танцующий дракон танцующий нагетс бу испугался ||| Я скоро сама стану пик гер, знаете, заходишь в youtube такая у тебя все видео в этих танцующих монашках пик-пик гер. ||| А я думал он танцующую анху сделает...",,ru_dict
альт,альт / альты,сущ.,3,17.052482903003693,Пусть альты нафиг идут)) ||| Я являюсь здоровым и адекватным человеком. Который мимо проходит ваши альт нормис и прочая рыгота. ||| Вот Альт,"оскорбительное или пренебрежительное обозначение пользователей, придерживающихся альтернативных (часто консервативных или оппозиционных) взглядов, с намёком на их неадекватность или нездоровье",ru_dict
никакой,никакая / никакого,прил.,3,13.620427370071411,"Вы никакая (( увы ||| @E6alDremal никакого, так мимо проходила ||| Нет там никакого видео картинки только!",,ru_dict
