"word","forms","kind","pos","doc_freq","mean_surprisal","examples","verdict","meaning","pos_llm","origin","register","pos_llm_norm"
"nikes","nikes","lat","сущ.","2","19.50343346595764","Shark boy with blue Nikes not real can't hurt you ||| Them Nikes look fire","review","кроссовки марки Nike, упоминаемые как популярный и статусный предмет одежды в молодежной культуре","существительное (множественное число)","англицизм (от названия бренда Nike)","мем/сленг","сущ."
"макияж","макияж","ru_dict","сущ.","2","11.664837837219238","А нормис не делает макияж ||| Что бу вы сказали если смыть макияж...","","","","","",""
"невероятно","невероятно","ru_dict","нареч.","2","12.747566223144531","Невероятно! Бих искал/а да имам същия. ||| невероятно))","","","","","",""
"эвелина","эвелин","ru_dict","сущ.","2","10.043424107134342","3 можно медалькуу Госпожа Эвелин лучшаяяя❤ ||| Госпожа Эвелин даже увыдыла это🗿","","","","","",""
"иной","иное / иные","ru_dict","прил.","2","11.978009700775146","Так иные расстройства , не обязательно ж нарко употребление . ||| ​@BONARDIAIК внучку претензий нет😊Я про иное ...","","","","","",""
"тред","тред / треды","ru_dict","сущ.","2","14.326221466064453","Кому нужно бренрот скажите я дам на треды спагети туалети пеште свои имя на коментори ||| ​@Стифмастер-р5дкак минимум то, что скуф сидел в политота тред","","","","","",""
"эль","эле / эль","ru_dict","частица","2","12.013092517852783","Можно мне один кокофанто эле фанто ||| Мне из стака лаки блоков Эль burito с новой мутацией","","","","","",""
"яко","яко","ru_dict","союз","2","12.693754196166992","1:58 гръмна яко ||| Това е много яко, пращаш ми поздрави ❤","","","","","",""
"изучить","изучил","ru_dict","глаг.","2","11.655685424804688","Скажу что разоплей изучил землю на 90% ||| изучил польский язык))","","","","","",""
"ферма","ферма / ферму","ru_dict","сущ.","2","22.102489233016968","Він гудований,яка юму ферма😅 тіль сам буде фермиром😂😅 ||| Пов: когда выбил жезл раздора строя ферму","","","","","",""
"фейковый","фейковые","ru_dict","прил.","2","15.905257940292358","Удачи починки поделки и фейковые 23 к Макс 100 руб ||| Теемболее там на экране фейковые трещины сами посмотрите и да там чехол","","","","","",""
"кличка","кличка","ru_dict","сущ.","2","9.159434229135513","Думаю может другу отправлять , у него кличка БОБР ||| Кстати клянусь это правда типа зовут максим и кличка свага и он выпал с окна и сразу наступила 1 июня","","","","","",""
"чайный","чайно","ru_dict","прил.","2","16.838998079299927","Не чайно ( ||| Я не чайно","","","","","",""
"устроить","устроили / устроит","ru_dict","глаг.","2","13.521682739257812","Когда устроили зумера на работу... ||| Прямо в глаза? Нонок устроит.","","","","","",""
"успех","успех / успеха","ru_dict","сущ.","2","9.78066873550415","Стикер: успех эволюции ||| Этот варвар положил началу истории успеха палодина","","","","","",""
"час","часом / часу","ru_dict","сущ.","2","10.806591033935547","А это не про Симонян с ее Бобром часом ? ||| Тоха на стриме на 1 часу, 46 минуте спалил детей в подвале","","","","","",""
"glazers","glazers","lat","неясно","2","23.010423183441162","L Glazers ||| My Boy just glazers kids","review","неясно","неясно","неясно","неясно","неясно"
"мурашки","мурашки","ru_dict","сущ.","2","11.664855480194092","по коже мурашки песня топ ||| А семми увидел 😂круто 🎉молодец Аш мурашки побижали","","","","","",""
"учительница","учительница / учительницы","ru_dict","сущ.","2","14.080699443817139","Пов: наш класс когда у Учительницы зазвонил телефон ||| Наша Учительница за это не оставляет живым😂","","","","","",""
"glitch","glitch","lat","сущ.","2","26.263522028923035","​@ayden0610to fi gyatt I shhh sushi glitch pp ccky go suuro church book vibing, 😊 ||| The brain rot even got to Glitch.😭","review","что-то, связанное с багом, сбоем или неожиданным поведением, часто в контексте интернет-культуры или мема. Может означать человека, который ведёт себя странно или неадекватно.","существительное","английское (glitch — сбой, глюк)","мем/сленг","сущ."
"чара","чар / чары","ru_dict","сущ.","2","14.311102867126465","он прочитал чары из майна респект малому ||| Так тини реально брокен чар, он качаться плотно начинает с 9 минуты после покупки пт и сабли, что и создант такой левел дифф","","","","","",""
"музыкальный","музыкальной / музыкальный","ru_dict","прил.","2","14.943506836891174","Понос музыкальный. ||| Это я на музыкальной литературе😂","","","","","",""
"мультик","мультик / мультиках","ru_dict","сущ.","2","16.679371237754822","А почему мультик похож на пвз На растения против зомби ||| Просто мультиках я не","","","","","",""
"ухажёр","ухажер / ухажеров","ru_dict","сущ.","2","17.14626730978489","Мальчик ухажеров гениально ||| @larisa17lm типа её новый ухажер))))","","","","","",""
"уфа","уфы","ru_dict","сущ.","2","14.495023488998413","Из моей Уфы столько знаменитостями становятся❤ ||| Так из уфы или из внуковА???","","","","","",""
"мун","мун","ru_dict","сущ.","2","13.356861114501953","Фамос – как Свага, яркий свет, Он показал, что значит цвет. Сварщику судьбу раскрыл, Чтоб мир огнём его зажгил. Деньги просит – не себе, А для контента в той борьбе. Не копит, не прячет в тень ||| челам не нравиться клип ? марко мун гений о чем вы ваще","","","","","",""
"устроиться","устроился","ru_dict","глаг.","2","11.56895637512207","социофоб устроился кассиром? ||| Подняла язык, и мьюинг заработал и муж на работу устроился, спасибо","","","","","",""
"частный","частный / частных","ru_dict","прил.","2","10.980997085571289","А самми на частный сервер приходит ||| @chadtv3435 Нет там частных денег","","","","","",""
"кокс","кокс","ru_dict","сущ.","2","10.289625644683838","Кокс как обычно где т вдалеке ||| Аниматоры параллельно толкают кокс родителям.","","","","","",""
"колобок","колобка","ru_dict","сущ.","2","12.4169936850667","Только лису не зовите ото голова колобка не останится ||| Заяц так не сможет съесть если нельзя голову бить у колобка 1только голова","","","","","",""
"fave","fave","lat","сущ.","2","17.96639347076416","P diddys fave artists ||| Bros fave when he says “let me rizz ya”","review","любимый, излюбленный (о ком-либо или чем-либо)","существительное (сокращение от 'favorite')","английское 'favorite' в сокращенной форме","мем/сленг","сущ."
"фас","фас","ru_dict","сущ.","2","13.242645740509033","Я смотрел фас детстве я был така рад смотреть от вас привет соседа и другие прохождения игр ну вот я вырос спасибо за детство спасибо за всё ||| мне что, за фас нормалфажные фразочки говорить? скучно, йей богу","","","","","",""
"мешок","мешка / мешок","ru_dict","сущ.","2","13.477187156677246","Бригада Ии мем мешка жрëт икру брат это отсылка на 9 мая победа над Германии Отечественной войны ||| Как мешок упала😂","","","","","",""
"креветка","креветка","ru_dict","сущ.","2","13.441566755995154","Триппи тропа это кото-креветка ! ||| Их двое рыба медведь и креветка кот ||| И я тоже хочу трипи тропа кот креветка","","","","","",""
"цемент","цемент / цемента","ru_dict","сущ.","2","18.162179827690125","Как избавиться от сына Пункт А берём цемент… ||| А бассейн ис цемента?","","","","","",""
"утиный","утино / утиное","ru_dict","прил.","2","15.716533452272415","Утино бомбондиро 34 имеет реальный прототип СУ-34 ||| Ты 67 как с Упячкой на одни весы поставил, ебло утиное?","","","","","",""
"крем","крем / кремом","ru_dict","сущ.","2","19.991044521331787","Он пытался склеить модель самолёта кремом? ||| Зеленый Боро плюс, чудо крем!!!","","","","","",""
"колотить","колотила / колотит","ru_dict","глаг.","2","13.455387711524963","Вы не видели там доска лежала и она по нему колотила ||| Панты колотит но нет важного","","","","","",""
"чай","чаю / чая","ru_dict","сущ.","2","15.756231546401978","Лошок чая выпил, а аудиторию за дураков держит ||| Тот самый тоха, ""чаю хотите"". Кто понял тот понял","","","","","",""
"glazes","glazes","lat","глаг.","2","24.692395210266113","Bro glazes lil kids ||| Bro glazes","review","смотреть с восхищением, заглядеться, уставиться с восторгом","глагол","от английского 'to gaze' (пристально смотреть, любоваться)","мем/сленг","глаг."
"часами","часами","ru_dict","нареч.","2","10.317582607269287","Помню ы 2022 сомтрел это часами и ща вспонимаю ||| Могу слушать часами","","","","","",""
"грязь","грязь","ru_dict","сущ.","2","12.557657718658447","Из князей в грязь ||| ​@Nox-h9t ну, 2-это прям грязь...","","","","","",""
"пат","патом","ru_dict","сущ.","2","12.324245572090149","Я просрала 40 дней а патом новую начал 64 дней 😢 ||| Мне это напоминает наш туалет в школе только сразу последние а патом первое...","","","","","",""
"сталь","сталь","ru_dict","сущ.","2","13.820127487182617","я думал влад сталь детским но в конце передумаль ||| Похоже, сталь забыли отпустить после закалки, внутреннее напряжение все дела...","","","","","",""
"snickers","snickers","lat","сущ.","2","16.17562946304679","[Интро: Мария Янковская] Сигма, Сигма бой, Сигма бой Сигма бой Каждая девчонка хочет танцевать с тобой Сигма сигма бой, Сигма Бой Сигма бой Я такая вся, что добиваться будешь год [Припев: Betsy ||| bro this snickers are fire ngl","review","что-то очень классное, крутое или впечатляющее","существительное (в значении прилагательного)","от названия шоколадного батончика Snickers (ассоциация с чем-то вкусным и популярным)","мем/сленг","сущ."
"так-то","так-то","ru_dict","частица","2","9.957803525030613","​@явернулся89299 Аллаха по факту так-то ||| Так-то колыбель блатной культуры эт Одесса","","","","","",""
"нижний","нижнего / нижних","ru_dict","прил.","2","13.292972445487976","​@ТамараСлоевагде цены ниже нижнего? ||| Нормис это термин из нижних тернетов","","","","","",""
"таймер","таймер","ru_dict","сущ.","2","11.256079137325287","А где таймер с вверху😅? ||| @простороблоксерша228 так там таймер ,без него да","","","","","",""
"земля","землю","ru_dict","сущ.","2","9.143482685089111","Кажись я знакомы этот момент где там ьыква корабль корабль держит землю ||| Скажу что разоплей изучил землю на 90%","","","","","",""
"низко","низко","ru_dict","нареч.","2","16.83303928375244","судить по губам накрашенным ето уже низко.... ||| Судить людей по вкусу это низко....","","","","","",""
"зеландия","зеландия","ru_dict","сущ.","2","10.313577650755178","А новая Зеландия это там где брентон таррант ||| Не новая зеландия а австралия","","","","","",""
"заражение","заражение / заражения","ru_dict","сущ.","2","10.678541974164546","вот началось заражение ||| Начало заражения","","","","","",""
"зарабатывать","зарабатывал / зарабатывать","ru_dict","глаг.","2","18.18781554698944","Число 67 моё самое любимое я одного стримера уже зарабатывал писать этим числом И кстати с X7 обозначает Я не знаю просто руки как весы туда-сюда туда-сюда🎉 ||| Научите также зарабатывать😢","","","","","",""
"страшилка","страшилки / страшилку","ru_dict","сущ.","2","11.274415086954832","Отмосфера тут просто круто очень похоже на страшилку фиксай молодец ||| Пов когда смотришь страшилки в 3:13","","","","","",""
"страница","страница","ru_dict","сущ.","2","19.37328588962555","А вторая страница💔 ||| А страница рил прикольная получилась) 😂","","","","","",""
"запретить","запретили / запрещены","ru_dict","глаг.","2","10.930034637451172","Не их бы запретили ||| есть пол путина бабушки - все остальные запрещены","","","","","",""
"нигде","нигде","ru_dict","нареч.","2","10.83453893661499","@Мистех9е нигде ||| нигде он сам их делает","","","","","",""
"нея","неи / нея","ru_dict","сущ.","2","12.820747032761574","Лаже старики выучили эти мемы а я еще неи ||| Уникален глас има Софи Маринова,песента на практика си я пее тя!!! Докато Дамян само говори в нея!!!","","","","","",""
"злодей","злодея","ru_dict","сущ.","2","14.780277252197266","Украина злодея у соніка ||| Если все начинается с Нонака то все злодея можно только пожелеть....","","","","","",""
"татуировка","татуировка","ru_dict","сущ.","2","12.907406179234385","Только татуировка уродует ||| Он понял что это татуировка черепа сс","","","","","",""
"нквд","нквд","ru_dict","сущ.","2","12.22732400894165","Легендаиная финка НКВД ||| ФИНКА НКВД в деле.","","","","","",""
"сумма","сумму","ru_dict","сущ.","2","9.362243175506592","На такую сумму колбаса это страшно кушать ||| сигмой сумму обозначают. это мальчик суммо. гы. алфавит вполне современный","","","","","",""
"таблетка","таблетки","ru_dict","сущ.","2","10.544158935546875","Опять бабка мои таблетки нашла!!! ||| Я наверно нете таблетки принела пойду полежу","","","","","",""
"суметь","сумел","ru_dict","глаг.","2","9.398950815200806","​@ДаніілБудніковон бы не сумел гений ||| 0:33 единственный мелкий персонаж сумел нанести удар астру туалету😅","","","","","",""
"зевака","зевак","ru_dict","сущ.","2","9.322897254591226","[Текст песни «Скибиди туалет»] Все начинается с конца Каждый день вижу смерть от первого лица Каждый день продолжается военный репортаж Новый день - новый персонаж Все идет задом наперед Сегод ||| Заколебался переводить, но было интересно)) Топ дроп ___________________________________________________________ Все начинается с конца, каждый день вижу смерть от первого лица Каждый день продол","","","","","",""
"зелье","зелье / зельем","ru_dict","сущ.","2","13.08983725309372","А почему можно была же поставить капкан сзади чела базы потом зельем меняться игроками и украсть легко ||| Пов: выпил зелье огнестойкости в Майне","","","","","",""
"знатно","знатно","ru_dict","нареч.","2","15.644200086593628","Знатно навалили 😂 ||| Хаваешь Уважаемый Ты Знатно!!! Мне тоже захотелось!!!","","","","","",""
"нечестно","нечестно","ru_dict","нареч.","2","16.139378786087036","А гномику всё можно я не понял нечестно ||| С чехлом нечестно и Android он не кидал","","","","","",""
"таракан","тараканов / тараканы","ru_dict","сущ.","2","19.524445563554764","Это Тараканов сочинил да? ||| После конца света выжувут только: relmi c75, Nokia 3310 и тараканы)","","","","","",""
"тапка","тапок","ru_dict","сущ.","2","18.411173343658447","Я квд-тери, никто никого не заставляет снимать, у СМИ опять источник информации это тапок деда ||| Источник СМИ - тапок деда","","","","","",""
"знаменитый","знаменитая / знаменитую","ru_dict","прил.","2","10.776770114898682","Да это очень знаменитая тактика YG ||| Я помню его из тик тока еще😅 нашел же себе знаменитую и с деньгами. Молодец","","","","","",""
"танкист","танкист / танкиста","ru_dict","сущ.","2","11.533830557018518","Вообще то скую это потный 150 килограммовый танкист с банкой пиво ||| Создали гимн скуфов) От Отбитого Танкиста","","","","","",""
"неуч","неуч","ru_dict","сущ.","2","19.06981348991394","НЕУЧ!!!! ||| По тысяч е , неуч!","","","","","",""
"знак","знак","ru_dict","сущ.","2","9.244086265563965","67 это не 52 это знак что полиция убила преступника ||| А где знак Sora😢😮","","","","","",""
"запоминать","запоминает / запоминать","ru_dict","глаг.","2","14.613137185573578","Тот самый чел, который стих учит неделю а эту мощь запоминает за секунду ||| Так фанера же...что там запоминать","","","","","",""
"eatin","eatin","lat","глаг.","2","20.885840892791748","Fanum lookin like he eatin with six hands😂 ||| Fanum wasnt even done with his slice nd starting eatin his 😂😂","review","Употреблять еду с жадностью или быстро, часто в больших количествах. Может подразумевать необычно активное поедание.","глагол (форма причастия или деепричастия)","английский глагол 'eat' (есть) с добавлением '-in' как в мемном стиле написания","мем/сленг","глаг."
"заплатить","заплатили","ru_dict","глаг.","2","10.052037715911865","Значит хорошо заплатили ||| Как будто бы имба вкусный только пока тебе заплатили","","","","","",""
"стример","стример / стримера","ru_dict","сущ.","2","17.808701753616333","Это какой стример ||| Число 67 моё самое любимое я одного стримера уже зарабатывал писать этим числом И кстати с X7 обозначает Я не знаю просто руки как весы туда-сюда туда-сюда🎉","","","","","",""
"edging","edging","lat","неясно","2","16.523085117340088","analog edging ||| Mason, reznov was not edging you. *electric shock*","meme","неясно","неясно","неясно","неясно","неясно"
"стрёмный","стремная / стрёмный","ru_dict","прил.","2","22.902174800634384","•°Он стрёмный°• ||| Стремная тетка","","","","","",""
"standin","standin","lat","глаг.","2","17.94271945953369","Fanum was standin at the door lika Villain plotting😂 ||| fanum standin on bidness","review","стоять, находиться в каком-то положении или состоянии, часто с оттенком безделья или ожидания","глагол","английское *standing* (стоящий) с фонетической адаптацией под русское произношение","мем/сленг","глаг."
"строиться","строится / строишься","ru_dict","глаг.","2","13.34651780128479","вся черная культура в омерике буквально на этом же строится, не сидел не мужик ||| Если строишься неэканомь...","","","","","",""
"строить","строили / строят","ru_dict","глаг.","2","17.44513761997223","Хоть бы клубнику взял там бы был строили элифень ||| В Германии вообще из Саманта строят. Это как раз говно и палки😂","","","","","",""
"зарядка","зарядке / зарядку","ru_dict","сущ.","2","11.475768819451332","У меня на зарядке 67 и у дедушка 67 ||| Девушка молодец и зарядку сделала и объяснила кто такая пикми","","","","","",""
"заржать","заржал / заржу","ru_dict","глаг.","2","16.107882976531982","в конце заржал ||| Не ну как тебя смотрю как заржу потом отойти 10 минут не могу ты лучший","","","","","",""
"hater","hater","lat","сущ.","2","16.712504386901855","I hater tralalero ||| ​@Tojiimposter🙄 hater","review","оскорбительное обозначение человека, который выражает ненависть или агрессию в комментариях, часто безосновательно.","существительное","англицизм от английского ""hater"" (ненавистник)","мем/сленг","сущ."
"соболезновать","соболезную","ru_dict","глаг.","2","12.970365583896637","Стократно соболезную... ||| соболезную квадроберам, болеть бешенством очень грустно","","","","","",""
"житель","житель / жителям","ru_dict","сущ.","2","12.466799259185791","Нееееет житель мы будим помнить тибя житель ||| как это не хватает. вон сколько бобра принесла россия жителям донбаса.","","","","","",""
"собирать","собирал","ru_dict","глаг.","2","9.82262372970581","А мне боевой, сам собирал ||| Я когда собирал комп...","","","","","",""
"сигнал","сигнал / сигналы","ru_dict","сущ.","2","21.72589999437332","Она про свою мать говорит чо ей 5 лет чо узнал сигнал ||| Попрасила не сигналить все равно сигналы😂","","","","","",""
"донбасс","донбасса","ru_dict","сущ.","2","13.647302985191345","про детей Донбасса шутки будут..? 😕 ||| не донбасса а узких не путай а","","","","","",""
"заснуть","заснула / заснуть","ru_dict","глаг.","2","15.677744954824448","Ночью самое то под пианину заснуть❤ ||| Я заснула 2пальцев","","","","","",""
"squid","squid","lat","сущ.","2","15.90490174293518","I thought 67 was a character from Squid Game ||| Bro this is not squid game this is skibidi game","review","употребляется как синоним слова 'странный', 'непонятный' или 'абсурдный', часто в контексте мемов или нелепых ситуаций","существительное (в роли прилагательного)","от названия сериала 'Игра в кальмара' (Squid Game), используемого как мематическая отсылка к чему-то запутанному или нелепо-драматичному","мем/сленг","сущ."
"запись","запись","ru_dict","сущ.","2","11.370518207550049","Тот самый фик сай когда закончил запись: быстренько быстренько быстренько!) за нииимии ||| я надеюсь эта будет единственна запись которая останется через сотни лет","","","","","",""
"stfu","stfu","lat","межд.","2","19.614948749542236","Bro people saying 2024 stfu like that's the worst meme 2010 to 2017 was like peak ||| Stfu don’t diss brainrot like that","review","Призыв замолчать, перестать говорить или выражать недовольство чем-либо.","междометие/глагол (императив)","английское сокращение от 'shut the fuck up'","мем/сленг","межд."
"записывать","записывает / записывать","ru_dict","глаг.","2","12.994160115718842","​@vanchot-357hd боже чел он его записывает редко -_- приятно? ||| Слава богу что водитель выжил а не блогеры а не записывать instagram","","","","","",""
"запах","запах","ru_dict","сущ.","2","16.0436007976532","Он узнает настоящий запах быстро ||| Прям через телефон проник запах😅","","","","","",""
"maverick","maverick","lat","сущ.","2","11.609667143318802","The 67 kids real name is Maverick trevillian ||| Maverick 67😂","review","имя или прозвище, часто используемое в интернет-культуре, возможно, как отсылка к фильму 'Top Gun' или как символ независимости и бунтарства","существительное (имя собственное)","английское имя Maverick (от слова 'маверик' — независимый, нестандартный)","мем/сленг","сущ."
"стихотворение","стихотворение","ru_dict","сущ.","2","10.299603939056396","Рил: пытаешься рассказать стихотворение ||| Я помню стихотворение почему крокодилы не летают","","","","","",""
"ноябрь","ноября","ru_dict","сущ.","2","10.302917957305908","У меня токо 30 Ноября говорить ||| Премьера рисунки гели в 12 ноября марсик будет петь 67","","","","","",""
"нрав","нрав","ru_dict","сущ.","2","9.8759126663208","0:42 мне оч нрав ||| ::я меломан,мнк нрав","","","","","",""
"заразить","заразил / заразили","ru_dict","глаг.","2","13.456447452306747","Я думаю анатотихич его заразил.. ||| И симбочку заразили шестьдесят седьмой болезнью","","","","","",""
"стучать","стучат / стучать","ru_dict","глаг.","2","11.930590869858861","В восточной Германии наверное ,там русские привчили стучать ШТАЗИ ||| стучат еще как стучат ....","","","","","",""
"зарезать","зарезал / зарезали","ru_dict","глаг.","2","14.867906272411346","Ты после этого комментария осторожно будь чтоб олды фиксая не зарезали ||| все что были стрелок зарезал)","","","","","",""
"заткнуться","заткнись","ru_dict","глаг.","2","16.05667269229889","​@narekbaxdasaryan-js1ee заткнись ||| ​@Cerbooqслыш сам заткнись ты ваще цыпа","","","","","",""
"засунуть","засунул / засунуть","ru_dict","глаг.","2","11.099558055400848","Холи бам если засунуть туда 4 Лос камбиносионов может выпасть новый ла гранда ||| Лайвхак засунул в копусту лего и розрезал тогда у ребьёнка не останеца вопросов","","","","","",""
"застрелиться","застрелился","ru_dict","глаг.","2","12.392994537949562","Мой застрелился ||| Слышел выстрел? Это разработчик застрелился","","","","","",""
"заставка","заставки / заставку","ru_dict","сущ.","2","13.203675467520952","Плис зделай норм заставку песни ||| Лови зимние заставки на смартфон с Козмо и его друзьями","","","","","",""
"нокаут","нокаут / нокаута","ru_dict","сущ.","2","16.924258479382843","Мегатрон так воспитивает нокаута ||| Наш нокаут идет палет","","","","","",""
"суп","суп","ru_dict","сущ.","2","13.908672332763672","Сразу слышится в суп насрал😅 ||| Это пчелы кот суп у них от","","","","","",""
"супчик","супчик / супчика","ru_dict","сущ.","2","17.50015079975128","Из Симоньян супчик будет готовить😅 ||| ради супчика)","","","","","",""
"зачитать","зачитал","ru_dict","глаг.","2","15.762059211730957","Фаер зачитал реп... ||| Фаер зачитал реб...","","","","","",""
"женя","женя","ru_dict","сущ.","2","18.954806089401245","Я женя:) ||| Это Женя badcomedian в 50 лет ||| ​@Женя-с5ынет это не даня","","","","","",""
"однако","однако","ru_dict","союз","2","11.458205223083496","однако что? ||| 😂 да Вы опасная однако))","","","","","",""
"живить","живи / живите","ru_dict","глаг.","2","18.66457550227642","Это хоррор? Живите ваше величество ||| Тумг тумг хоть ты живи😢","","","","","",""
"однозначно","однозначно","ru_dict","нареч.","2","9.83053371310234","Это однозначно судьба❤ ||| При действующем сво ""чувачки идут на шашлычки"" звучит не однозначно.","","","","","",""
"совпадать","совпадает","ru_dict","глаг.","2","17.866312384605408","Только айс латте совпадает, ахахп ||| 2 из 3 совпадает... Так я пикми?... .","","","","","",""
"одобрять","одобряем / одобряю","ru_dict","глаг.","2","13.720798633992672","​@Bler07не ну раз Пиковые одобряю ||| О отсылки на Джо джо такое мы одобряем","","","","","",""
"совершенно","совершенно","ru_dict","нареч.","2","9.810393333435059","Совершенно верно тюрьма многих спасла от могилы. ||| А когда фанты перестали продавать не совершенно летним?","","","","","",""
"tobey","tobey","lat","сущ.","2","17.448914766311646","tobey mewguire and andrew rizzfield sounds better imo. ||| we got andrew mewfield and tobey rizzguire. Now waiting for tom freakyland","review","искажённое произношение или написание имён известных актёров (Тоби Магуайр, Тоби Магуайр) в мемах или ради юмора","существительное","фонетическая игра с именами (Tobey Maguire) и мемами","мем/сленг","сущ."
"женщина","женщин","ru_dict","сущ.","2","15.0911705493927","я сильно больше мужчин знаю которые готовят, чем женщин ||| Этот бро боится женщин😮","","","","","",""
"женский","женский / женского","ru_dict","прил.","2","11.505239486694336","Пароль для женского ||| Под носом женский орган.","","","","","",""
"желудок","желудке / желудок","ru_dict","сущ.","2","13.942018508911133","Давай проду там где ты в желудке тун тун тун тун сагуре ||| Я ним отровил себе желудок.....","","","","","",""
"соника","соника","ru_dict","сущ.","2","20.137782335281372","Слушай Морис сделай песну про супер соника пж😢 ||| Мда минута славы соника","","","","","",""
"задуматься","задумаешься / задумались","ru_dict","глаг.","2","20.522840321063995","Дрында не используй в словах 2 мема про крокодило и акулу в в кроссовках чекни перевод ты задумаешься.. ||| Е а как он слышит что он кинул задумались?","","","","","",""
"журавль","журавлей / журавли","ru_dict","сущ.","2","16.913667023181915","Кто зашел переслушать после скибиди журавлей? ||| Скибиди туалет > журавли","","","","","",""
"животворящий","животворящая / животворящего","ru_dict","прил.","2","17.143273293972015","Сам дст трудный , но это до тех пор как получаешь кучу топлива ужаса и гемов для животворящего амолета ||| Вот что сейронеть животворящая делаеть 🤣","","","","","",""
"bombardiro","bombardiro","lat","неясно","2","17.99351954460144","Tralalero и Bombardiro Харам а я Халял ||| @NeelamJabeen-o1ponly Tralalero and Bombardiro","meme","неясно","неясно","неясно","неясно","неясно"
"сон","сне / сну","ru_dict","сущ.","2","12.390568494796753","Афтор ет кеч обидно но почему ты мне испортил жизн ? я сейчас себе психику не. Магу вернут буд добор 😅 пж не сне май шок контент 😊 ||| Пора сну сну зае..ал","","","","","",""
"обидеться","обиделся","ru_dict","глаг.","2","9.298359394073486","Мистер Скибиди туалет​ обиделся@CaesarEditsST ||| Стешок а что в конце димит чехну и ушёл или обиделся ||| Мелкий когда обиделся был мили ко согл сюда 👇","","","","","",""
"ставка","ставки","ru_dict","сущ.","2","9.494497299194336","Даже Тэто уже поет про ставки ||| Если рекламить ставки,то только так ||| Хочу нонока против король волшебник ребята делаем ставки","","","","","",""
"став","става","ru_dict","дееприч.","2","11.000576198101044","Който направи дует с ДЖ Дамян винаги става хит !!!!!! ||| Браво софи като за пееш става хит","","","","","",""
"ссать","ссать / ссущие","ru_dict","глаг.","2","16.892495155334473","Для американцев такая цена это ссущие копейки(причем буквально). ||| Ссать где попало","","","","","",""
"спойлер","спойлер","ru_dict","сущ.","2","13.948867112398148","Спойлер, его съел варвар ||| Сам он слабый первоначально тот с камнем немного спойлер дам внутри него Джин","","","","","",""
"образовать","образованная / образованный","ru_dict","глаг.","2","12.757170915603638","Может я и душнила но правильно бобр , лишь не образованный человек скажет бобёр ||| Не образованная кринж означает испытывание стыда за чужой поступок и кто-нибудь откройте окно потому что я немного душнила","","","","","",""
"жрать","жрут / жрёт","ru_dict","глаг.","2","12.897123038768768","Я ржал с ох мишка жрёт икру брат😂 ||| Так они давно жрут, ещё хвалят не ещё нам предлагают​@zenLP","","","","","",""
"одесса","одесса","ru_dict","сущ.","2","15.047942578792572","Так-то колыбель блатной культуры эт Одесса ||| @АннаПрохорова-ф8й Спасибо за предательство Одесса, молодец.","","","","","",""
"жопа","жопа / жопу","ru_dict","сущ.","2","18.11029291152954","По нашему на лезгинском тум это жопа😅 ||| Жопу на банкомат это было у Ноля, Деньги песня, прям точно передаёт что было бы","","","","","",""
"сом","сом","ru_dict","сущ.","2","16.090238571166992","Хлеб — сом еще глянь ||| Я считала себя норм сом, но 2! Всего 2 пальца","","","","","",""
"солнечный","солнечной / солнечных","ru_dict","прил.","2","9.514033794403076","Плакали всей солнечной системой😭 ||| Двое солнечных очков— это мощно","","","","","",""
"жизнь","жизнью","ru_dict","сущ.","2","9.544378757476807","No no, спокойной жизнью ||| Не учи им жизнью","","","","","",""
"забайкалье","забайкалье","ru_dict","сущ.","2","19.94725853204727","Фиксай сделай песню 99 ночей в лесу Забайкалье чтобы фиксай увидел ||| Можно оркалело я все знаю пж Забайкалье штоб Орех увидел","","","","","",""
"сперва","сперва","ru_dict","нареч.","2","9.420701026916504","Сперва не пон а потом так понял ||| Он сперва был силним а потом 😢","","","","","",""
"сухой","сухим / сухую","ru_dict","прил.","2","12.154117226600647","Крокодило в сухую ||| Сейчас к сожалению дипсика сделали спокойным сухим и скучным","","","","","",""
"звёздный","звездной","ru_dict","прил.","2","14.750637173652649","Гипер с гаджетом звездной силой и ультой* ||| В конце: ультанул с гипером гаджетом и звездной силой","","","","","",""
"стереть","стер / стёрли","ru_dict","глаг.","2","15.777809381484985","Блть стер подписку ||| Кого стёрли?.. гладко кусочную функцию с нелинейными порогами?..","","","","","",""
"заново","заново","ru_dict","нареч.","2","11.221973896026611","У меня украли всех прейнротоф и мне пришылось начать всё заново😢 ||| Когда получил Макс статы и решил пройти заново всех боссов","","","","","",""
"табак","табак / табаки","ru_dict","сущ.","2","11.974044382572174","Сильнее сахара как табак ||| Как Табаки шакал Шерхана","","","","","",""
"сыр","сыр","ru_dict","сущ.","2","9.492127895355225","X4 брейнрот это уже мозги сделались в сыр расплавленый ||| Сыр костчку🎉","","","","","",""
"здорово","здорово","ru_dict","межд.","2","11.497056722640991","Здорово Я компот которая снимает ролики тоже😊 ||| О, Максим здорово!","","","","","",""
"обыкновенный","обыкновенный","ru_dict","прил.","2","11.224015951156616","Да он бомж обыкновенный , какой скуф?)) ||| Автор обыкновенный популист","","","","","",""
